Name,Average Rating,Users
"product sorting clerk sammakorn branch, little walk, paseo (ladkrabangramkhamhaeng))",8,794
marketing administrative officer,7,795
craft beer,8,796
"product sorting staff at top, all season branch, the earth ekamai",7,797
"product sorting staff at top, terminal 21, sathu 49, rama 3, mrs. linchi",7,798
"product sorting staff at villa, paseo branch (ramkhamhaeng), sammakorn, kaset nawamin",7,799
product arrangement officer at design village,7,800
"product sorting staff running villa aree, lang suan, silom, ratchayothin",7,801
key account executive (department store),7,802
sale coordinator,6.5,803
sales admin,7,804
general manager,7,805
project event  coordinator,6,806
account manager,7,807
accountant (tax  receivable),6,808
warehouse administrator,7,809
"plant salesperson, bangna branch (soi wat khlong palad priang)",9,810
reception,7,811
"male and female staff, booths in other provinces, 25day long event, part time event",7,812
"true move pc, banana branch, seacon square, srinakarin, income 12,000. or more",5,813
"sales and customer service staff at true shop (trueshop), lotus minburi",7,814
"sales and customer service staff at true shop (trueshop), lotus minburi branch",6,815
"sales and customer service staff, true shop (trueshop), lotus branch, lotus along khlong song",6,816
"sales and customer service staff true shop (trueshop), lotus charan 70 branch",6,817
"recruiting for staff event roadshow at booths, beverages, events out of the provinces with a van.",7,818
"truemove pc, studio 7, central bangna branch, earning 12,000. or more",5,819
"sales and customer service staff at true shop (trueshop), lotus sukhapiban 1 branch",6,820
recruiting collection staff to work at the jas department store. ram inthra (lat pla khao),7,821
"sales and customer service staff at true shop (trueshop), lotus sri waree branch",6,822
"sales and customer service staff at true shop (true shop), lotus samut sakhon branch.",5,823
car salesman lam luk ka branch,6,824
"sales and customer service staff at true shop (true shop), lotus ladprao branch",6,825
digital marketing at srinakarin branch,6,826
salesperson (sales) srinakarin branch,6,827
telesales leader,10,828
measuring instrument calibration engineer,10,829
assistant personnel manager,8,830
sales administrative officer,7,831
"driver, termite and insect control service",9,832
central planning officer,9,833
hr payroll,6,834
sale  korat branch,8,835
adminlat phrao,8,836
crm  customer relations officer,7,837
"recruiter, talent acquisition",7,838
"urgent sale  at the head office, many rates",8,839
it programmer,7,840
"maintenance technician, building, air conditioning technician",8,841
it supervisor,6,842
sale  saimai branch 3 positions,8,843
senior accounting ar,9,844
senior crm,7,845
telesales  ladprao,9,846
ar and ap accountant,8,847
accounting manager,6,848
sales  hua hin,7,849
"chief maintenance technician, building, air conditioning technician",6,850
ap accounting officer,7,851
sales engineer,7,852
digital marketing,7,853
sales leader,7,854
chef (food & bakery team),6,855
expense account officer (ap),8,856
production planning officer,8,857
"general service workers, termite control, insects (samut prakan branch)",8,858
sales,7,859
marketing,7,860
store manager (assistant store manager),7,861
foreign purchasing officer (in chinese or japanese),6,862
accounting officer accounts receivable officer (ar),6,863
personnel officer,8,864
jewelry 3d designer (urgent),7,865
overseas marketing officer,7,866
safety officer (jor por.) professional level,8,867
dresser,7,868
stock staff,8,869
price and cost officer,6,870
it support (urgent),7,871
sales executive  sales executive bangkok metropolitan region,7,872
procurement officer  purchasing officer,7,873
sales support  sales coordinator,7,874
technician  technician,6,875
hr officer  hr officer,6,876
assistant accounting manager  finance,6,877
assistant area sales supervisor,7,878
area sales supervisor,9,879
"burger king apprentice manager, riverside branch, thonburi district",6,880
store employee and part time burger king ptt phran nok outbound branch,5,881
accounting clerk,6,882
burger king apprentice manager sukhumvit 11 branch and sukhumvit 15 branch,6,883
burger king apprentice manager lotus ladprao 120 branch,6,884
"shop staff and part time, burger king, ptt bangna branch, inbound",6,885
"burger king apprentice manager ptt prannok branch, outbound, taling chan district",6,886
"burger king apprentice manager, the street ratchada branch",5,887
"shop staff and part time burger king, mbk mbk branch",6,888
"shop staff and part time burger king, bang chak kanchanaphisek branch, bang bon",7,889
store employee and part time burger king shell kanchanaphisek branch,6,890
store employee and part time burger king emquartier branch,6,891
information officer (it support),8,892
sales support supervisor,7,893
sales person in bangkok and perimeter area,9,894
senior accountant program express,9,895
"sales coordinator, telesales",8,896
finance officer (urgent),8,897
accounts receivable officer (urgent),7,898
store employee,8,899
sales engineer  sales designer,7,900
executive secretary,7,901
foreman foreman  supervisor,7,902
accounting officer  finance,7,903
tony cafe manager,7,904
"architect, architecture  structure",6,905
government agency salesperson (sala phra kiao branch),6,906
wholesale staff (hua mak branch),6,907
salesperson (siam square branch),7,908
cashier chula book center (sala phra kiao branch),7,909
database staff (vocational certificate),6,910
finance officer (siam square),6,911
maintenance technician,7,912
call center  telesales,7,913
"civil engineer, din daeng main workplace near the chamber of commerce immediate start",8,914
building manager,8,915
shopping center sales representative,7,916
purchasing,7,917
proofread,9,918
marketing research analyst,7,919
"chemist, chemist",8,920
assistant production manager,6,921
procurement officer (din daeng) ready to start work immediately,7,922
sale of curtains,6,923
maintenance technician (urgent),6,924
sales administrator sooprasert branch,8,925
financial officer main place of work in din daeng near the chamber of commerce immediate start,9,926
business development,7,927
it supervisor 30k and it officer 16k,7,928
"driver, executive",7,929
it staff 1 position,9,930
chief mechanic and building mechanic (din daeng),6,931
sales of woodworking and aluminum machines,9,932
techniciantechnical consultant (vibhavadi),7,933
stock officer,8,934
product specialist,7,935
import export officer,8,936
hr supervisor,7,937
"project coordinator (rangsit, bangkok university) ready to start work immediately (urgent)",7,938
procurement officer  building materials (closed on saturday and sunday),10,939
human resource officer,6,940
customer interaction officer,7,941
online marketing manager online marketing manager (working at wattana district),5,942
restaurant bar staff (soi ratchaphruek 19) contact khun nut 0982827698,5,943
cs import & export (rsa tower) able to communicate in english,9,944
security guard (security guard),9,945
"customer service, contract for 6 months, income 23,000 baht, office next to bts wn",7,946
data analyst,7,947
programmer and programmer analyst 4 positions,10,948
asp.net programmer very urgent,9,949
assistant to the japanese manga copyright division,8,950
direct sales,7,951
nationwide sales manager,7,952
noc,7,953
senior developer 4 positions,9,954
system analyst 4 positions,9,955
senior developer urgent!!,9,956
system analysis specialist urgent!!,9,957
"technician, maintenance technician",8,958
"assistant operations area manager (patrol), bangnabangpoo area zone",7,959
car appraiser (trade in officer),8,960
"reception (at the local restaurant, soi sukhumvit 23)",6,961
cleaning staff (housekeeper),8,962
operation area patrol (housekeeper),8,963
head housekeeper of the sukhumvit area,5,964
"graphic design, sublimation work",4,965
"salesperson bangkok, province",6,966
legal specialist(litigation)collection(retail credit)1 year contract,8,967
looking for housewives (offsite),7,968
audit personnel,8,969
head maid,7,970
head of hrd training,8,971
salesperson (swimming pool side),6,972
hrd training officer,8,973
maid coordinator administrative regular at impact arena,7,974
"accountant at big c, sukhaphiban 32 branch (ban ma intersection)",6,975
"assistant cook, dishwasher (spring tower, phayathai)",7,976
sales & admin,7,977
unit manager  site manager,8,978
senior human resources officer,7,979
"salesperson (pc) at homepro department store ploenchit, ladprao, suphanburi, bangna branches",7,980
technician helper,7,981
sales and customer service officer (head office),7,982
sale coordinator (bts sala daengmrt phetchaburi),6,983
booth salesperson at muang thong 2428 may 1500 per day,5,984
electronic repair technician (computer keyboard),7,985
senior marketing officer ( bts surasak ),9,986
stock check clerk (checker),9,987
"product supervisor (shortterm contract, about 1 month) start work on april 13",7,988
person officer (recruitment),8,989
building technician,7,990
used car trade in manager,9,991
coordinating the cartoon editor,8,992
security officer (true 1 ratchada),7,993
project installation control engineer (inspecter),7,994
it staff,7,995
"merchandising staff at central department store, salaya branch",4,996
sale engineer,7,997
"product handling staff (1 month contract) income 15k, work place, shopping mall near bts",8,998
